node_uuid,label,subtitle,label_alternative,sort,type,genre,subgenre_audiovisual_materials,subgenre_ephemera,subgenre_manuscripts,subgenre_publications,subgenre_realia,subgenre_visual_materials,name_contributor,edition,name_publisher,date_full,date_note,language,extent,place_of_publication,series_title,volume,issue,general_issue,description,abstract,table_of_contents,building_name,note,provenance,subject_topical,subject_name,subject_historical_geographic,historical_record_data,ismemberof,ispartof,sequence_id,local_identifier,shelf_location,physical_location,external_video_url,islandora_pid,restrictions_on_access,rights,audios,images,models,videos,documents,texts,as:generator,upload_associated_warcs,ap:entitymapping,as:document,as:image,ap:tasks,subject_geographic,geographic_location,owner,rights_statements,text_file,strawberry_field_widget_source_entity_uuid,strawberry_field_widget_source_entity_id,strawberry_field_widget_autosave,strawberry_field_widget_id,strawberry_field_invalid_elements
3f139993-bc69-4295-9a0d-62beb0d09acb,"Longineu Parsons interviewed by Monk Rowe, via Zoom, February 17, 2026","[""""]","[""""]",,ExternalVideo,"[""Audiovisual Materials"",""Manuscripts""]","[""Interview"",""Video recording""]","[""""]","[""Transcripts""]","[""""]","[""""]","[""""]","[{""agent_type"":""personal"",""label"":""Parsons, Longineu"",""uri"":""http://id.loc.gov/authorities/names/no99069118"",""role_label"":""Interviewee"",""role_uri"":""http://id.loc.gov/vocabulary/relators/ive""},{""agent_type"":""personal"",""label"":""Rowe, Monk"",""uri"":""http://id.loc.gov/authorities/names/no2009147718"",""role_label"":""Interviewer"",""role_uri"":""http://id.loc.gov/vocabulary/relators/ivr""}]","[""""]","[{""agent_type"":""corporate"",""label"":""Hamilton College (Clinton, N.Y.). Fillius Jazz Archive"",""uri"":"""",""role_label"":"""",""role_uri"":""""}]","[""2026-02-17""]","[""""]","[""English""]",1 video file (60 min.) ; 1 PDF file,"[""Clinton (N.Y.)""]","[""""]","[""""]","[""""]","[""""]","[""Trumpeter, composer, and educator Dr. Longineu Parsons speaks about his passion for music as a positive force in the world. A deeply spiritual man, Longineu has traveled the world welcoming cultural influences which are reflected in his writing.""]","[""""]","[""""]","[""""]","[""""]","[""""]","[{""label"":""jazz"",""uri"":""""},{""label"":""trumpet players"",""uri"":""""},{""label"":""composers"",""uri"":""""},{""label"":""jazz educators"",""uri"":""""}]","[{""agent_type"":""personal"",""label"":""Parsons, Longineu"",""uri"":""http://id.loc.gov/authorities/names/no99069118""}]","[""""]","[""""]",250460b1-fdf5-47fd-bf86-97d841361f44,,,"[""yhm-jaz-parsons-l-2026""]","[""Original digital object name: yhm-jaz-parsons-l-2026"",""https://youtu.be/Fgbl1SxTuxs""]","[""""]","[""https://youtu.be/Fgbl1SxTuxs""]",,,"[""""]",[],[408113],[],[],[408112],[],"{""type"":""Create"",""actor"":{""url"":""https://litsdigital.hamilton.edu/amiset/398"",""name"":""ami"",""type"":""Service""},""endTime"":""2026-04-28T10:04:45-04:00"",""summary"":""Generator"",""@context"":""https://www.w3.org/ns/activitystreams""}",[],"{""entity:file"":[""documents"",""audios"",""images"",""models"",""videos"",""texts""],""entity:node"":[""ismemberof"",""ispartof""]}","{""urn:uuid:0db043c8-8f82-4abf-84d0-ba171877a967"":{""type"":""Document"",""url"":""s3://843/application-yhm-jaz-parsons-l-2026-0db043c8-8f82-4abf-84d0-ba171877a967.pdf"",""crypHashFunc"":""md5"",""checksum"":""84342090daf38d5cd2e8c98652d4bc61"",""dr:for"":""documents"",""dr:fid"":408112,""dr:uuid"":""0db043c8-8f82-4abf-84d0-ba171877a967"",""dr:filesize"":1086084,""dr:mimetype"":""application/pdf"",""name"":""yhm-jaz-parsons-l-2026.pdf"",""tags"":[],""flv:exif"":{""FileSize"":""1086 kB"",""PDFVersion"":1.3,""Linearized"":""No"",""PageCount"":17,""EmbeddedImageWidth"":1090,""EmbeddedImageHeight"":613,""EmbeddedImageColorSpace"":""ICCBased"",""EmbeddedImageFilter"":""FlateDecode"",""Title"":""Longineu Parsons"",""Producer"":""macOS Version 10.15.8 (Build 19H2036) Quartz PDFContext"",""Author"":""Romy"",""Creator"":""Word"",""CreateDate"":""2026:03:18 15:15:12Z"",""ModifyDate"":""2026:03:18 15:15:12Z"",""MIMEType"":""application/pdf""},""flv:pronom"":{""pronom_id"":""info:pronom/fmt/17"",""label"":""Acrobat PDF 1.3 - Portable Document Format"",""mimetype"":""application/pdf"",""detection_type"":""signature""},""flv:pdfinfo"":{""1"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""2"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""3"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""4"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""5"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""6"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""7"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""8"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""9"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""10"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""11"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""12"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""13"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""14"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""15"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""16"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""17"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""}},""sequence"":1}}","{""urn:uuid:5fe13b38-7e75-4f7e-9f27-677635a14feb"":{""type"":""Image"",""url"":""s3://b87/image-yhm-jaz-parsons-l-2026-5fe13b38-7e75-4f7e-9f27-677635a14feb.jpg"",""crypHashFunc"":""md5"",""checksum"":""b876da3095f12e6357e805f28f8ee5c8"",""dr:for"":""images"",""dr:fid"":408113,""dr:uuid"":""5fe13b38-7e75-4f7e-9f27-677635a14feb"",""dr:filesize"":55404,""dr:mimetype"":""image/jpeg"",""name"":""yhm-jaz-parsons-l-2026.jpg"",""tags"":[],""flv:exif"":{""FileSize"":""55 kB"",""ImageSize"":""640x470"",""ImageWidth"":640,""ImageHeight"":470,""MIMEType"":""image/jpeg""},""flv:pronom"":{""pronom_id"":""info:pronom/fmt/43"",""label"":""JPEG File Interchange Format"",""mimetype"":""image/jpeg"",""detection_type"":""signature""},""flv:identify"":{""1"":{""format"":""JPEG"",""width"":""640"",""height"":""470"",""orientation"":""Undefined""}},""sequence"":1}}","{""ap:sortfiles"":""index""}",,,,,,,,,,
f80bcf17-2ec3-4f18-abfa-1c234488c595,"Wendy Oxenhorn interviewed by Monk Rowe, via Zoom, January 22, 2026","[""""]","[""""]",,ExternalVideo,"[""Audiovisual Materials"",""Manuscripts""]","[""Interview"",""Video recording""]","[""""]","[""Transcripts""]","[""""]","[""""]","[""""]","[{""agent_type"":""personal"",""label"":""Oxenhorn, Wendy"",""uri"":"""",""role_label"":""Interviewee"",""role_uri"":""http://id.loc.gov/vocabulary/relators/ive""},{""agent_type"":""personal"",""label"":""Rowe, Monk"",""uri"":""http://id.loc.gov/authorities/names/no2009147718"",""role_label"":""Interviewer"",""role_uri"":""http://id.loc.gov/vocabulary/relators/ivr""}]","[""""]","[{""agent_type"":""corporate"",""label"":""Hamilton College (Clinton, N.Y.). Fillius Jazz Archive"",""uri"":"""",""role_label"":"""",""role_uri"":""""}]","[""2026-01-22""]","[""""]","[""English""]",1 video file (52 min.) ; 1 PDF file,"[""Clinton (N.Y.)""]","[""""]","[""""]","[""""]","[""""]","[""Wendy Oxenhorn shares her journey from ballet dancer, to street musician, to publication editor, to becoming the heart and soul of the Jazz Foundation of America. She has been recognized and honored for her humanitarian efforts by the National Endowment of the Arts, receiving a Lifetime Honors Jazz Masters award in 2016.""]","[""""]","[""""]","[""""]","[""""]","[""""]","[{""label"":""jazz"",""uri"":""""},{""label"":""non profit jazz organizations"",""uri"":""""},{""label"":""jazz fans"",""uri"":""""},{""label"":""jazz patrons"",""uri"":""""}]","[{""agent_type"":""personal"",""label"":""Oxenhorn, Wendy"",""uri"":""""}]","[""""]","[""""]",250460b1-fdf5-47fd-bf86-97d841361f44,,,"[""yhm-jaz-oxenhorn-w-2026""]","[""Original digital object name: yhm-jaz-oxenhorn-w-2026"",""https://youtu.be/a56xxxjtuU4""]","[""""]","[""https://youtu.be/a56xxxjtuU4""]",,,"[""""]",[],[408111],[],[],[408110],[],"{""type"":""Create"",""actor"":{""url"":""https://litsdigital.hamilton.edu/amiset/398"",""name"":""ami"",""type"":""Service""},""endTime"":""2026-04-28T10:04:41-04:00"",""summary"":""Generator"",""@context"":""https://www.w3.org/ns/activitystreams""}",[],"{""entity:file"":[""documents"",""audios"",""images"",""models"",""videos"",""texts""],""entity:node"":[""ismemberof"",""ispartof""]}","{""urn:uuid:9bdd556c-668d-4405-9512-17e02e6e4618"":{""type"":""Document"",""url"":""s3://73c/application-yhm-jaz-oxenhorn-w-2026-9bdd556c-668d-4405-9512-17e02e6e4618.pdf"",""crypHashFunc"":""md5"",""checksum"":""73c9df919a79db8f067ca83389d1f6d8"",""dr:for"":""documents"",""dr:fid"":408110,""dr:uuid"":""9bdd556c-668d-4405-9512-17e02e6e4618"",""dr:filesize"":1152796,""dr:mimetype"":""application/pdf"",""name"":""yhm-jaz-oxenhorn-w-2026.pdf"",""tags"":[],""flv:exif"":{""FileSize"":""1153 kB"",""PDFVersion"":1.3,""Linearized"":""No"",""PageCount"":18,""EmbeddedImageWidth"":1090,""EmbeddedImageHeight"":613,""EmbeddedImageColorSpace"":""ICCBased"",""EmbeddedImageFilter"":""FlateDecode"",""Title"":""Wendy Oxenhorn"",""Producer"":""macOS Version 10.15.8 (Build 19H2036) Quartz PDFContext"",""Author"":""Romy"",""Creator"":""Word"",""CreateDate"":""2026:03:06 20:02:23Z"",""ModifyDate"":""2026:03:06 20:02:23Z"",""MIMEType"":""application/pdf""},""flv:pronom"":{""pronom_id"":""info:pronom/fmt/17"",""label"":""Acrobat PDF 1.3 - Portable Document Format"",""mimetype"":""application/pdf"",""detection_type"":""signature""},""flv:pdfinfo"":{""1"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""2"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""3"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""4"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""5"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""6"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""7"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""8"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""9"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""10"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""11"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""12"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""13"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""14"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""15"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""16"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""17"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""18"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""}},""sequence"":1}}","{""urn:uuid:56dd5518-1f5c-442a-8bc2-6ba49b9d69ba"":{""type"":""Image"",""url"":""s3://79d/image-yhm-jaz-oxenhorn-w-2026-56dd5518-1f5c-442a-8bc2-6ba49b9d69ba.jpg"",""crypHashFunc"":""md5"",""checksum"":""79d61f12a7f942ebef9a675c2dabfd2a"",""dr:for"":""images"",""dr:fid"":408111,""dr:uuid"":""56dd5518-1f5c-442a-8bc2-6ba49b9d69ba"",""dr:filesize"":87012,""dr:mimetype"":""image/jpeg"",""name"":""yhm-jaz-oxenhorn-w-2026.jpg"",""tags"":[],""flv:exif"":{""FileSize"":""87 kB"",""ImageSize"":""617x444"",""ImageWidth"":617,""ImageHeight"":444,""MIMEType"":""image/jpeg""},""flv:pronom"":{""pronom_id"":""info:pronom/fmt/43"",""label"":""JPEG File Interchange Format"",""mimetype"":""image/jpeg"",""detection_type"":""signature""},""flv:identify"":{""1"":{""format"":""JPEG"",""width"":""617"",""height"":""444"",""orientation"":""Undefined""}},""sequence"":1}}","{""ap:sortfiles"":""index""}",,,,,,,,,,
74a6e087-a6c4-4aaf-bcae-6f629133c248,"Jonathan Scales interviewed by Monk Rowe, via Zoom, December 23, 2025","[""""]","[""""]",,ExternalVideo,"[""Audiovisual Materials"",""Manuscripts""]","[""Interview"",""Video recording""]","[""""]","[""Transcripts""]","[""""]","[""""]","[""""]","[{""agent_type"":""personal"",""label"":""Scales, Jonathan W."",""uri"":""http://id.loc.gov/authorities/names/no98022671"",""role_label"":""Interviewee"",""role_uri"":""http://id.loc.gov/vocabulary/relators/ive""},{""agent_type"":""personal"",""label"":""Rowe, Monk"",""uri"":""http://id.loc.gov/authorities/names/no2009147718"",""role_label"":""Interviewer"",""role_uri"":""http://id.loc.gov/vocabulary/relators/ivr""}]","[""""]","[{""agent_type"":""corporate"",""label"":""Hamilton College (Clinton, N.Y.). Fillius Jazz Archive"",""uri"":"""",""role_label"":"""",""role_uri"":""""}]","[""2025-12-23""]","[""""]","[""English""]",1 video file (70 min.) ; 1 PDF file,"[""Clinton (N.Y.)""]","[""""]","[""""]","[""""]","[""""]","[""Jonathan Scales is an inventive composer who has chosen the steel pans as his distinctive voice. He has expanded the repertoire for the pans with his unique compositions, and delights audiences with his virtuosic trio.""]","[""""]","[""""]","[""""]","[""""]","[""""]","[{""label"":""jazz"",""uri"":""""},{""label"":""composers"",""uri"":""""},{""label"":""percussionists"",""uri"":""""},{""label"":""band leaders"",""uri"":""""}]","[{""agent_type"":""personal"",""label"":""Scales, Jonathan W."",""uri"":""http://id.loc.gov/authorities/names/no98022671""}]","[""""]","[""""]",250460b1-fdf5-47fd-bf86-97d841361f44,,,"[""yhm-jaz-scales-j-2025""]","[""Original digital object name: yhm-jaz-scales-j-2025"",""https://youtu.be/y0f0fBd1v6s""]","[""""]","[""https://youtu.be/y0f0fBd1v6s""]",,,"[""""]",[],[408109],[],[],[408108],[],"{""type"":""Create"",""actor"":{""url"":""https://litsdigital.hamilton.edu/amiset/398"",""name"":""ami"",""type"":""Service""},""endTime"":""2026-04-28T10:04:36-04:00"",""summary"":""Generator"",""@context"":""https://www.w3.org/ns/activitystreams""}",[],"{""entity:file"":[""documents"",""audios"",""images"",""models"",""videos"",""texts""],""entity:node"":[""ismemberof"",""ispartof""]}","{""urn:uuid:9a7c5811-cc06-45cd-bf84-15f2758d104b"":{""type"":""Document"",""url"":""s3://d6d/application-yhm-jaz-scales-j-2025-9a7c5811-cc06-45cd-bf84-15f2758d104b.pdf"",""crypHashFunc"":""md5"",""checksum"":""d6d8bce49d3fe9e40ed98f5c9dec1402"",""dr:for"":""documents"",""dr:fid"":408108,""dr:uuid"":""9a7c5811-cc06-45cd-bf84-15f2758d104b"",""dr:filesize"":1213495,""dr:mimetype"":""application/pdf"",""name"":""yhm-jaz-scales-j-2025.pdf"",""tags"":[],""flv:exif"":{""FileSize"":""1213 kB"",""PDFVersion"":1.3,""Linearized"":""No"",""PageCount"":21,""EmbeddedImageWidth"":1090,""EmbeddedImageHeight"":613,""EmbeddedImageColorSpace"":""ICCBased"",""EmbeddedImageFilter"":""FlateDecode"",""Title"":""Jonathan Scales"",""Producer"":""macOS Version 10.15.7 (Build 19H2026) Quartz PDFContext"",""Author"":""Romy"",""Creator"":""Word"",""CreateDate"":""2026:01:22 19:49:25Z"",""ModifyDate"":""2026:01:22 19:49:25Z"",""MIMEType"":""application/pdf""},""flv:pronom"":{""pronom_id"":""info:pronom/fmt/17"",""label"":""Acrobat PDF 1.3 - Portable Document Format"",""mimetype"":""application/pdf"",""detection_type"":""signature""},""flv:pdfinfo"":{""1"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""2"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""3"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""4"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""5"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""6"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""7"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""8"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""9"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""10"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""11"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""12"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""13"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""14"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""15"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""16"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""17"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""18"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""19"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""20"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""21"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""}},""sequence"":1}}","{""urn:uuid:322c0856-577b-40c3-9c70-7df072ef0a76"":{""type"":""Image"",""url"":""s3://844/image-yhm-jaz-scales-j-2025-322c0856-577b-40c3-9c70-7df072ef0a76.jpg"",""crypHashFunc"":""md5"",""checksum"":""844065d8252862f03d119374a3d74a6a"",""dr:for"":""images"",""dr:fid"":408109,""dr:uuid"":""322c0856-577b-40c3-9c70-7df072ef0a76"",""dr:filesize"":56486,""dr:mimetype"":""image/jpeg"",""name"":""yhm-jaz-scales-j-2025.jpg"",""tags"":[],""flv:exif"":{""FileSize"":""56 kB"",""ImageSize"":""719x534"",""ImageWidth"":719,""ImageHeight"":534,""MIMEType"":""image/jpeg""},""flv:pronom"":{""pronom_id"":""info:pronom/fmt/43"",""label"":""JPEG File Interchange Format"",""mimetype"":""image/jpeg"",""detection_type"":""signature""},""flv:identify"":{""1"":{""format"":""JPEG"",""width"":""719"",""height"":""534"",""orientation"":""Undefined""}},""sequence"":1}}","{""ap:sortfiles"":""index""}",,,,,,,,,,
f748d496-4e60-4c74-abef-41aab81e63a6,"Bill Mays interviewed by Monk Rowe, via Zoom, December 5, 2025","[""""]","[""""]",,ExternalVideo,"[""Audiovisual Materials"",""Manuscripts""]","[""Interview"",""Video recording""]","[""""]","[""Transcripts""]","[""""]","[""""]","[""""]","[{""agent_type"":""personal"",""label"":""Mays, Bill"",""uri"":""http://id.loc.gov/authorities/names/n80120353"",""role_label"":""Interviewee"",""role_uri"":""http://id.loc.gov/vocabulary/relators/ive""},{""agent_type"":""personal"",""label"":""Rowe, Monk"",""uri"":""http://id.loc.gov/authorities/names/no2009147718"",""role_label"":""Interviewer"",""role_uri"":""http://id.loc.gov/vocabulary/relators/ivr""}]","[""""]","[{""agent_type"":""corporate"",""label"":""Hamilton College (Clinton, N.Y.). Fillius Jazz Archive"",""uri"":"""",""role_label"":"""",""role_uri"":""""}]","[""2025-12-05""]","[""""]","[""English""]",1 video file (61 min.) ; 1 PDF file,"[""Clinton (N.Y.)""]","[""""]","[""""]","[""""]","[""""]","[""Pianist and composer Bill Mays speaks about his path from San Diego to Los Angeles to New York, his learning curve, and his approach to improvising and composing.""]","[""""]","[""""]","[""""]","[""""]","[""""]","[{""label"":""jazz"",""uri"":""""},{""label"":""pianists"",""uri"":""""},{""label"":""pianos"",""uri"":""""},{""label"":""composers"",""uri"":""""}]","[{""agent_type"":""personal"",""label"":""Mays, Bill"",""uri"":""http://id.loc.gov/authorities/names/n80120353""}]","[""""]","[""""]",250460b1-fdf5-47fd-bf86-97d841361f44,,,"[""yhm-jaz-mays-b-2025""]","[""Original digital object name: yhm-jaz-mays-b-2025"",""https://youtu.be/nS46ohPhxPM""]","[""""]","[""https://youtu.be/nS46ohPhxPM""]",,,"[""""]",[],[408107],[],[],[408106],[],"{""type"":""Create"",""actor"":{""url"":""https://litsdigital.hamilton.edu/amiset/398"",""name"":""ami"",""type"":""Service""},""endTime"":""2026-04-28T10:04:33-04:00"",""summary"":""Generator"",""@context"":""https://www.w3.org/ns/activitystreams""}",[],"{""entity:file"":[""documents"",""audios"",""images"",""models"",""videos"",""texts""],""entity:node"":[""ismemberof"",""ispartof""]}","{""urn:uuid:8e24880d-fc06-4415-bcea-048b39765ce5"":{""type"":""Document"",""url"":""s3://9cc/application-yhm-jaz-mays-b-2025-8e24880d-fc06-4415-bcea-048b39765ce5.pdf"",""crypHashFunc"":""md5"",""checksum"":""9ccaff544ad4e7e7452dff0611519e0a"",""dr:for"":""documents"",""dr:fid"":408106,""dr:uuid"":""8e24880d-fc06-4415-bcea-048b39765ce5"",""dr:filesize"":1096524,""dr:mimetype"":""application/pdf"",""name"":""yhm-jaz-mays-b-2025.pdf"",""tags"":[],""flv:exif"":{""FileSize"":""1097 kB"",""PDFVersion"":1.3,""Linearized"":""No"",""PageCount"":17,""EmbeddedImageWidth"":1090,""EmbeddedImageHeight"":613,""EmbeddedImageColorSpace"":""ICCBased"",""EmbeddedImageFilter"":""FlateDecode"",""Title"":""Bill Mays"",""Producer"":""macOS Version 10.15.7 (Build 19H2026) Quartz PDFContext"",""Author"":""Romy"",""Creator"":""Word"",""CreateDate"":""2025:12:29 15:03:39Z"",""ModifyDate"":""2025:12:29 15:03:39Z"",""MIMEType"":""application/pdf""},""flv:pronom"":{""pronom_id"":""info:pronom/fmt/17"",""label"":""Acrobat PDF 1.3 - Portable Document Format"",""mimetype"":""application/pdf"",""detection_type"":""signature""},""flv:pdfinfo"":{""1"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""2"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""3"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""4"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""5"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""6"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""7"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""8"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""9"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""10"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""11"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""12"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""13"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""14"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""15"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""16"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""},""17"":{""width"":""612"",""height"":""792"",""rotation"":""0"",""orientation"":""TopLeft""}},""sequence"":1}}","{""urn:uuid:622ad2b0-1b1a-4a25-82c8-5442e3fcd784"":{""type"":""Image"",""url"":""s3://be5/image-yhm-jaz-mays-b-2025-622ad2b0-1b1a-4a25-82c8-5442e3fcd784.jpg"",""crypHashFunc"":""md5"",""checksum"":""be52a36edd0d44b5e35160b53eb062e4"",""dr:for"":""images"",""dr:fid"":408107,""dr:uuid"":""622ad2b0-1b1a-4a25-82c8-5442e3fcd784"",""dr:filesize"":86722,""dr:mimetype"":""image/jpeg"",""name"":""yhm-jaz-mays-b-2025.jpg"",""tags"":[],""flv:exif"":{""FileSize"":""87 kB"",""ImageSize"":""832x502"",""ImageWidth"":832,""ImageHeight"":502,""MIMEType"":""image/jpeg""},""flv:pronom"":{""pronom_id"":""info:pronom/fmt/43"",""label"":""JPEG File Interchange Format"",""mimetype"":""image/jpeg"",""detection_type"":""signature""},""flv:identify"":{""1"":{""format"":""JPEG"",""width"":""832"",""height"":""502"",""orientation"":""Undefined""}},""sequence"":1}}","{""ap:sortfiles"":""index""}",,,,,,,,,,
